"","author.ID","paper.ID","coauthor.names","paper.title","journal.title","author.names"
"1","10","1","D Kung, J Gao, P Hsia, Y Toyoshima","Object-Oriented Software Testing: Some Research and Development ","HASE","C Chen"
"2","10","2","D Kung, F Wen, J Gao, P Hsia, Y Toyoshima","Change Impact Identification in Object Oriented Software Maintenance ","ICSM International Conference Software Maintenance","C Chen"
"3","10","3","D Kung, J Gao, P Hsia, Y Toyoshima","A Test Strategy for Object-Oriented Programs ","COMPSAC International Computer Software and Applications Conference","C Chen"
"4","10","4","D Leung, J Gao, Y Toyoshima","Developing an Integrated Testing Environment Using the World Wide Web Technology ","COMPSAC International Computer Software and Applications Conference","C Chen"
"5","10","5","D Kung, J Gao, P Hsia, Y Toyoshima","Object state testing for object-oriented programs ","COMPSAC International Computer Software and Applications Conference","C Chen"
"6","10","6","D Kung, J Samuel, J Gao, P Hsia, Y Toyoshima","Formal Approach to Scenario Analysis ","IEEE Software","C Chen"
"7","10","7","D Kung, J Gao, P Hsia, Y Toyoshima","Or Regression Testing of Object-Oriented Programs ","Journal of Systems and Software","C Chen"
"8","10","8","D Kung, J Gao, P Hsia, Y Toyoshima, Y Song, Y Kim","Developing an Object-Oriented Software Testing and Maintenance Environment ","Commun ACM","C Chen"
"9","10","9","D Leung, J Gao, Y Toyoshima","Engineering on the Internet for Global Software Production ","IEEE Computer","C Chen"
"10","11","40","T Wang, J Tsai"," Power-Delivery Networks Optimization Thermal Reliability Integrity, ","ACM International Symposium Physical Design ISPD International Symposium Physical Design","C Chen"
"11","11","41","T Wang"," Optimization of the Power/Ground Network Wire-Sizing and Spacing Based on Sequential Network Simplex Algorithm, "," rd International Symposium Quality Electronic Design ISQED","C Chen"
"12","11","42","T Wang"," SPICE-Compatible Thermal Simulation Lumped Circuit Modeling for Thermal Reliability Analysis based on Model Reduction, "," th International Symposium Quality Electronic Design ISQED","C Chen"
"13","11","43","T Wang"," Thermal-ADI: A Linear-Time Chip-Level Dynamic Thermal Simulation Algorithm Based on Alternating-Direction-Implicit ADI Method, ","ACM International Symposium Physical Design ISPD International Symposium Physical Design slide","C Chen"
"14","11","44","T Wang"," Thermal-ADI: A Linear-Time Chip-Level Dynamic Thermal Simulation Algorithm Based on Alternating-Direction-Implicit ADI Method, ","IEEE Transaction Very Large Scale Integration Systems TVLSI pp","C Chen"
"15","11","45","T Wang, J Tsai"," Thermal and Power Integrity based Power/Ground Networks Optimization, ","Design Automation and Test Europe Conference and Exhibition DATE Design Automation and Test Europe","C Chen"
"16","11","10","T Chen, H Kim"," L Extracted? Now What? Introduction to An Inductance-Wise Interconnect Simulation Engine INDUCTWISE "," Technical Report University of","C Chen"
"17","11","11","T Chen, C Luk"," INDUCTWISE: Inductance-Wise Interconnect Simulator and Extractor, ","IEEE Transactions Computer Aided Design of Integrated Circuits and Systems TCAD pp","C Chen"
"18","11","12","T Chen, C Luk, H Kim"," INDUCTWISE: Inductance-Wise Interconnect Simulator and Extractor, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design","C Chen"
"19","11","13","N Menezes"," Noise-Aware Repeater Insertion and Wire-Sizing for On-chip Interconnect Using Hierarchical Moment-Matching, ","IEEE ACM Design Automation Conference DAC Design Automation Conference","C Chen"
"20","11","14","H Zhou, D Wong"," Optimal Non-Uniform Wire-Sizing under the Elmore Delay Model, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design","C Chen"
"21","11","15","D Wong"," Optimal Wire-Sizing Function Fringing Capacitance Consideration, ","IEEE ACM Design Automation Conference DAC Design Automation Conference","C Chen"
"22","11","16","Y Chen, D Wong"," Optimal Wire-Sizing Formula under the Elmore Delay Model, ","IEEE ACM Design Automation Conference DAC Design Automation Conference","C Chen"
"23","11","17","D Wong"," Error-bounded Pade Approximation via Bilinear Conformal Transformation, ","IEEE ACM Design Automation Conference DAC Design Automation Conference","C Chen"
"24","11","18","T Chen, C Luk"," SuPREME: Substrate and Power-delivery Reluctance-Enhanced Macromodel Evaluation, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design","C Chen"
"25","11","19","E Cheng","Future SoC Design Challenges and Solutions invited ","ISQED","C Chen"
"26","11","1","S Balakrishnan, J Park, H Kim, Y Lee"," Linear Time Hierarchical Capacitance Extraction Without Multipole Expansion, ","International Conference Computer Design ICCD International Conference Computer Design","C Chen"
"27","11","2","Y Cao, Y Lee, T Chen"," HiPRIME: Hierarchical and Passivity Reserved Interconnect Macromodeling Engine for RLKC Power Delivery, ","IEEE ACM Design Automation Conference DAC Design Automation Conference","C Chen"
"28","11","3","N Murugesan, T Lee, S Hagness"," FDTD-ADI: An Unconditionally Stable Full Wave Maxwell Equation Solver for VLSI Modeling, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design","C Chen"
"29","11","4","T Chen"," Efficient Large-Scale Power Grid Analysis Based on Preconditioned Krylov-Subspace Iterative Methods, ","IEEE ACM Design Automation Conference DAC Design Automation Conference","C Chen"
"30","11","5","D Wong"," A Fast Algorithms for Optimal Wire-Sizing under the Elmore Delay Model, ","IEEE International Symposium Circuits and Systems ISCAS IEEE International Symposium Circuits and Systems","C Chen"
"31","11","6","C Chu, D Wong"," Fast and Exact Simultaneous Gate and Wire Sizing by Lagrangian Relaxation, ","IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD pp","C Chen"
"32","11","20","P Ganesh"," RC-in RC-out Model Order Reduction Accurate Up to Second Order Moments, ","International Conference Computer Design ICCD International Conference Computer Design","C Chen"
"33","11","7","C Chu, D Wong"," Fast and Exact Simultaneous Gate and Wire Sizing by Lagrangian Relaxation, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design","C Chen"
"34","11","21","R Jiang, T Chen"," PODEA: POwer Delivery Efficient Analysis Realizable Model Reduction, ","IEEE International Symposium Circuits and Systems ISCAS IEEE International Symposium Circuits and Systems","C Chen"
"35","11","8","Y Chang, D Wong"," Fast performance-driven optimization for buffered clock trees based on Lagrangian relaxation, ","IEEE ACM Design Automation Conference DAC Design Automation Conference","C Chen"
"36","11","22","R Jiang"," Realizable Reduction for Electromagnetically Coupled RLMC Interconnects, ","Design Automation and Test Europe Conference and Exhibition DATE Design Automation and Test Europe","C Chen"
"37","11","9","T Chen, Y Cao, Y Lee","HiPRIME: hierarchical and passivity reserved interconnect macromodeling engine for RLKC power delivery ","DAC Design Automation Conference","C Chen"
