"","author.ID","paper.ID","coauthor.names","paper.title","journal.title","author.names"
"1","10","1","E Rundensteiner, H Kuno, P Jos&eacute, M Marr&oacute, n n, V Crestana-Taube, Y Ra","The MultiView Project: Object-Oriented View Technology and Applications ","SIGMOD International Conference Management of Data Conference","M Jones"
"2","10","2","E Rundensteiner, Y Huang","Symbolic Intersect Detection: A Method for Improving Spatial Intersect Joins ","GeoInformatica","M Jones"
"3","10","3","E Rundensteiner, Y Huang","Improving Spatial Intersect Joins Using Symbolic Intersect Detection ","SSD Symposium Large Spatial Databases","M Jones"
"4","10","4","E Rundensteiner","View Materialization Techniques for Complex Hierarchical Objects ","CIKM International Conference Information and Knowledge Management","M Jones"
"5","11","1","C Berkley, D Metacat, J Bojilova","a Schema-Independent XML Database System ","SSDBM Statistical and Scientific Database Management","M Jones"
"6","11","2","C Berkley, D Metacat","Managing Heterogeneous Ecological Data Using Morpho ","SSDBM Statistical and Scientific Database Management","M Jones"
"7","11","3","C Berkley, J Bojilova, M Schildhauer","Managing Scientific Metadata ","IEEE Internet Computing","M Jones"
"8","12","1","S Kang","Appearance-Based Structure from Motion Using Linear Classes of -D Models ","International Journal of Computer Vision","M Jones"
"9","12","2","C Procopiuc, P Agarwal, T Murali","A Monte Carlo algorithm for fast projective clustering ","SIGMOD International Conference Management of Data Conference","M Jones"
"10","13","1","","Towards GHDL","NA","M Jones"
"11","13","2","M Jones, P Black, K Hall, M Jones, T Larson, P Windley","A Brief Introduction to Formal Methods"," IEEE Custon Integrated Circuits Conference","M Jones"
"12","13","3","M Jones, A Bunker, M Jones, T Larson, P Windley","Alexandria: Libraries of Abstract, Verified Hardware Modules"," Workshop Libraries Component Modeling and Quality Assurance","M Jones"
"13","13","4","A Bunker, T Larson, P Windley","Alexandria: A Tool for Heirarchical Verification"," Tools Paper FMCAD LNCS edited by Windley and Gopalakrishnan","M Jones"
"14","13","5","G Gopalakrishnan","Verifying Transaction Ordering Properties in Unbounded Bus Networks through Combined Deductive/Algorithmic Methods ","FMCAD Formal Methods Computer Aided Design","M Jones"
"15","13","6","M Jones, M Jones, G Gopalakrishnan","Verifying Transaction ordering properties in Unbounded Bus Networks through Combined Deductive/Algorithmic Methods,","Formal Methods Computer Aided Design FMCAD Formal Methods Computer Aided Design Springer LNCS v","M Jones"
"16","13","7","M Jones, A Jones, M Jones, M Clement, Q Snell","Pyramid Broadcasting with Fast-forward and Rewind"," th International Conference Telecommunication Systems Modelling and Analysis Nashville","M Jones"
"17","13","8","M Jones, M Jones","Restricted Types for HOL"," Category B of TPHOLs","M Jones"
"18","13","9","M Jones, M Jones, G Gopalakrishnan","Toward Automated Abstraction for Protocols over Branching Networks"," IEEE International High Level Design Validation and Test Workshop HLDVT","M Jones"
"19","13","10","M Jones, A Mokkedem, R Hosabettu, M Jones, G Gopalakrishnan","Formalization and Proof of a Solution to the {PCI} Bus Transaction Ordering Problem"," Formal Methods Systems Design","M Jones"
"20","13","11","A Weinzoepflen, D Cansell, D M&eacute, r ry, G Gopalakrishnan","Incremental Proof of the Producer/Consumer Property for the PCI Protocol ","ZB","M Jones"
"21","1","32","M Jones, M Jones","Simplifying and Improving Qualified Types,","Research Report YALEU DCS RR Yale University New Haven Shorter revised version without proofs appears FPCA Functional Programming Languages and Computer Architecture Conference Functional Programming Languages and Computer Architecture Jolla Computer Animation","M Jones"
"22","1","16","A Black, J Nordlander, M Carlsson, R Kieburtz","Reactive Objects ","Symposium Object Oriented Real Time Distributed Computing","M Jones"
"23","1","33","M Jones, M Jones","Using Parameterized Signatures to Express Modular Structure,","Proceedings of the Twenty Third Annual ACM SIGPLAN Special Interest Group Programming Languages SIGACT Symposium Principles of Programming Languages St Beach","M Jones"
"24","1","17","M Jones, B Gaster, M Jones","A Polymorphic Type System for Extensible Records and Variants,","Technical report NOTTCS TR Department of Computer Science University of Nottingham University Park Nottingham NG RD England","M Jones"
"25","1","34","M Jones, M Jones, P Hudak, S Shaumyan","Using Types to Parse Natural Language,","Proceedings of the Workshop Functional Programming Ullapool Scotland To be published the Springer Verlag Workshops Computer Science Series","M Jones"
"26","1","18","P Hudak, S Liang","Monad Transformers and Modular Interpreters ","POPL Symposium Principles of Programming Languages","M Jones"
"27","1","35","M Jones, M Jones","A system of constructor classes: overloading and implicit higher-order polymorphism,","FPCA Functional Programming Languages and Computer Architecture Conference Functional Programming Languages and Computer Architecture Copenhagen Appears extended form the Journal of Functional Programming University Press","M Jones"
"28","1","19","P Hudak, S Shaumyan","Using Types to Parse Natural Language ","Functional Programming","M Jones"
"29","1","36","M Jones, M Jones","The implementation of the Gofer functional programming system,","Research Report YALEU DCS RR Yale University New Haven","M Jones"
"30","1","37","M Jones, M Jones","A theory of qualified types,","ESOP European Symposium Programming European Symposium Programming Rennes Springer Verlag Lecture Notes Computer Science","M Jones"
"31","1","38","S Jones, E Meijer","Type classes: exploring the design space,","Proceedings of the Haskell Workshop The th","M Jones"
"32","1","39","M Jones, M Jones","Type Classes with Functional Dependencies,","Proceedings of the th European Symposium Programming ESOP European Symposium Programming Springer Verlag LNCS","M Jones"
"33","1","1","","Computing with Lattices: An Application of Type Classes ","Journal of Functional Programming","M Jones"
"34","1","2","","Dictionary-Free Overloading by Partial Evaluation ","Lisp and Symbolic Computation","M Jones"
"35","1","3","","Dictionary-Free Overloading by Partial Evaluation ","PEPM Partial Evaluation and Semantic Based Program Manipulation","M Jones"
"36","1","4","","Functional Programming with Overloading and Higher-Order Polymorphism ","Advanced Functional Programming","M Jones"
"37","1","5","","First-class Polymorphism with Type Inference ","POPL Symposium Principles of Programming Languages","M Jones"
"38","1","6","","ML Typing, Explicit Polymorphism and Qualified Types ","TACS Theoretical Aspects of Computer Software","M Jones"
"39","1","7","","Integrating Programming, Properties, and Validation ","MPC Mathematics of Program Construction","M Jones"
"40","1","8","","Programming with Constructor Classes Abstract ","PLILP Symposium Programming Language Implementation and Logic Programming","M Jones"
"41","1","9","","Programming with Constructor Classes Preliminary Summary ","Functional Programming","M Jones"
"42","1","20","M Jones, M Jones","Coherence for qualified types,","Research Report YALEU DCS RR Yale University New Haven","M Jones"
"43","1","21","M Jones, M Jones, L Duponcheel","Composing Monads,","Research Report YALEU DCS RR Yale University New Haven","M Jones"
"44","1","22","M Jones, M Jones","Computing with lattices: An application of type classes","Journal of Functional Programming University Press","M Jones"
"45","1","23","M Jones, M Jones","Dictionary-free Overloading by Partial Evaluation,","ACM SIGPLAN Special Interest Group Programming Languages Workshop Partial Evaluation and Semantics Based Program Manipulation","M Jones"
"46","1","40","M Jones, M Jones","Typing Haskell in Haskell,","Proceedings of the Haskell Workshop Published Technical Report UU CS Department of Computer Science University of Utrecht","M Jones"
"47","1","24","M Jones, M Jones","Functional Programming with Overloading and Higher-Order Polymorphism","First International School Advanced Functional Programming Techniques B aa stad Springer Verlag Lecture Notes Computer Science","M Jones"
"48","1","41","M Jones, M Jones","The Functions of Java Bytecode,","Proceedings of the OOPSLA Conference Object Oriented Programming Systems Languages and Applications workshop Formal Underpinnings of Java","M Jones"
"49","1","25","M Jones, M Jones","From Hindley-Milner Types to First-Class Structures,","Proceedings of the Haskell Workshop Jolla Yale University Research Report YALEU DCS RR","M Jones"
"50","1","42","M Jones, S Liang, P Hudak, M Jones","Monad Transformers and Modular Interpreters,","Conference Record of POPL Symposium Principles of Programming Languages ACM SIGPLAN Special Interest Group Programming Languages SIGACT Symposium Principles of Programming Languages San Francisco Computer Animation","M Jones"
"51","1","26","M Jones, M Jones","First-class Polymorphism with Type Inference,","Proceedings of the Twenty Fourth Annual ACM SIGPLAN Special Interest Group Programming Languages SIGACT Symposium Principles of Programming Languages","M Jones"
"52","1","43","J Peterson","Implementing Type Classes ","PLDI Special Interest Group Programming Language Design and Implementation","M Jones"
"53","1","27","M Jones, M Jones","Hugs , The Haskell User's Gofer System: User Manual,","Technical Report NOTTCS TR Functional Programming Research Group Department of Computer Science University of Nottingham Nottingham NG RD England","M Jones"
"54","1","44","M Jones, J Peterson, M Jones","Implementing Type Classes,","Proceedings of ACM SIGPLAN Special Interest Group Programming Languages Symposium Programming Language Design and Implementation ACM SIGPLAN Special Interest Group Programming Languages","M Jones"
"55","1","28","M Jones, M Jones, S Jones","Lightweight Extensible Records for Haskell,","Proceedings of the Haskell Workshop Published Technical Report UU CS Department of Computer Science University of Utrecht","M Jones"
"56","1","29","M Jones, M Jones","Qualified Types: Theory and Practice,","University Press","M Jones"
"57","1","10","","Simplifying and Improving Qualified Types ","FPCA Functional Programming Languages and Computer Architecture","M Jones"
"58","1","11","","Using Parameterized Signatures to Express Modular Structure ","POPL Symposium Principles of Programming Languages","M Jones"
"59","1","12","","A System of Constructor Classes: Overloading and Implicit Higher-Order Polymorphism ","FPCA Functional Programming Languages and Computer Architecture","M Jones"
"60","1","13","","A Theory of Qualified Types ","Sci Comput Program","M Jones"
"61","1","14","","A Theory of Qualified Types ","ESOP European Symposium Programming","M Jones"
"62","1","30","M Jones, M Jones","ML typing, explicit polymorphism and qualified types","TACS Theoretical Aspects of Computer Software Conference theoretical aspects of computer software Sendai Springer Verlag Lecture Notes Computer Science","M Jones"
"63","1","15","","Type Classes with Functional Dependencies ","ESOP European Symposium Programming","M Jones"
"64","1","31","M Jones, M Jones, P Hudak","Implicit and explicit parallel programming in Haskell","Research Report YALEU DCS RR Yale University New Haven","M Jones"
"65","2","12","C Fraser, R Draves, R Rashid, R Fitzgerald, T Knoblock, W Bolosky","Operating System Directions for the Next Millennium ","Workshop Hot Topics Operating Systems","M Jones"
"66","2","13","M Jones, M Jones, D Rosu, M Rosu","CPU Reservations and Time Constraints: Efficient, Predictable Scheduling of Independent Activities ","Proceedings of the th ACM Symposium Operating Systems Principles Saint Malo pages","M Jones"
"67","2","30","P Leach, R Draves","Support for User-Centric Modular Real-Time Resource Management in the Rialto Operating System ","NOSSDAV Network and Operating System Support for Digital Audio and Video","M Jones"
"68","2","14","M Jones, M Jones, J Regehr","CPU Reservations and Time Constraints: Implementation Experience on Windows NT ","Proceedings of the Third USENIX the Advanced Computing Systems Association Windows Symposium pages","M Jones"
"69","2","31","A Mok, C Locke, C Heitmeyer, K Jeffay, R Rajkumar","Future Distributed Embedded and Real-Time Applications Will Be Adaptive: Meanings, Challenges and Research Paradigms Panel ","ICDCS International Conference Distributed Computing Systems","M Jones"
"70","2","15","M Jones, M Jones, P Leach, R Draves, J Barrera, I III","Modular Real-Time Resource Management in the Rialto Operating System ","Proceedings of the Fifth Workshop Hot Topics Operating Systems HotOS V Orcas Island pages IEEE Computer Society","M Jones"
"71","2","32","R Rashid","Mach and Matchmaker: Kernel and Language Support for Object-Oriented Distributed Systems ","OOPSLA Conference Object Oriented Programming Systems Languages and Applications","M Jones"
"72","2","16","M Jones, M Jones, J III, A Forin, P Leach, D Rosu, M Rosu","An Overview of the Rialto Real-Time Architecture ","Proceedings of the Seventh ACM SIGOPS European Workshop Connemara pages","M Jones"
