"","author.ID","paper.ID","coauthor.names","paper.title","journal.title","author.names"
"1","10","10","S Lee, I Park, S Lee","Shape-Adaptive -D Mesh Simplification Based on Local Optimality Measurement ","Pacific Conference Computer Graphics and Applications","S Lee"
"2","10","11","D Sim, I Kim, R Park, R Kim","Integrated Position Estimation Using Aerial Image Sequences ","IEEE Transactions Pattern Analysis and Machine Intelligence","S Lee"
"3","10","12","I Park, K Lee","Models and algorithms for efficient multiresolution topology estimation of measured -D range data ","IEEE Transactions Systems Man and Cybernetics Part B","S Lee"
"4","10","13","I Yun, I Park","A Color Normalization Algorithm for Image Indexing ","ACCV Asian Conference Computer Vision","S Lee"
"5","10","14","C Kim, S Kim","Efficient Motion Compensation Algorithm Based on Second-Order Prediction ","ICIP International Conference Image Processing","S Lee"
"6","10","15","C Kim, R Kim","Robust Transmission of Video Over Noisy Channel Using Parity Motion Vector ","ICIP International Conference Image Processing","S Lee"
"7","10","16","D Sim, I Kim, R Park, R Kim","Integrated Position Estimation Using Aerial Image Sequences ","IEEE Transactions Pattern Analysis and Machine Intelligence","S Lee"
"8","10","17","B Jeon, K Lee","Rotation Invariant Face Detection using a Model-Based Clustering Algorithm ","IEEE International Conference Multimedia and Expo II","S Lee"
"9","10","18","C Park, J Ye","Lost Motion Vector Recovery Algorithm ","ISCAS IEEE International Symposium Circuits and Systems","S Lee"
"10","10","19","Y Kim"," -D Subband Video Coding Technique Using Adaptive Wavelet Packet Bases ","ISCAS IEEE International Symposium Circuits and Systems","S Lee"
"11","10","20","K Kim, N Cho","Design of FIR filter over a discrete coefficient space with applications to HDTV signal processing ","ISCAS IEEE International Symposium Circuits and Systems","S Lee"
"12","10","21","N Cho, Y Yang","On the performance analysis of the subband adaptive digital filter ","ISCAS IEEE International Symposium Circuits and Systems","S Lee"
"13","10","1","I Park, K Lee","Perceptual Grouping of -D Features in Aerial Image Using Decision Tree Classifier ","ICIP International Conference Image Processing","S Lee"
"14","10","2","I Park","Geometric Modeling from Scattered -D Range Data ","ICIP International Conference Image Processing","S Lee"
"15","10","3","J Ku, K Lee","Multi-Image Matching for a General Motion Stereo Camera Model ","ICIP International Conference Image Processing","S Lee"
"16","10","4","E Jung, I Yun","Recovery of -D Shape using Hybrid Reflectance Model ","ICIP International Conference Image Processing","S Lee"
"17","10","5","H Yang","Split-and-Merge Segmentation Employing Thresholding Technique ","ICIP International Conference Image Processing","S Lee"
"18","10","6","C Kim, R Kim","Robust Transmission of Video Over Noisy Channel Using Parity Motion Vector ","ICIP International Conference Image Processing","S Lee"
