"","author.ID","paper.ID","coauthor.names","paper.title","journal.title","author.names"
"1","10","1","J Crowley","An Appearance-Based Approach to Gesture-Recognition ","ICIAP","J Martin"
"2","10","2","A Lux, C Gal, J Crowley","Smart Office: Design of an Intelligent Environment ","IEEE Intelligent Systems","J Martin"
"3","10","3","D Hall, J Crowley","Statistical Gesture Recognition Through Modelling of Parameter Trajectories ","Gesture Workshop","J Martin"
"4","10","4","J Crowley, O Chomat","A Probabilistic Sensor for the Perception and Recognition of Activities ","ECCV European Conference Computer Vision","J Martin"
"5","11","1","R Ram&oacute, n Puigjaner","Extending UML Deployment Diagrams form a Performance Engineering Perspective ","Software Engineering Research and Practice","J Martin"
"6","11","2","C Juiz, N Nicol&oacute, S V&aacute, z zquez","Unified system builder through interacting blocks USBIB for soft real-time systems ","Workshop Software and Performance","J Martin"
"7","11","3","D Boudigue, G Gardarin, J Jos&eacute, A Corbacho, N Nicol&oacute, S V&aacute, z zquez, R Ram&oacute, n Puigjaner, S Dumas","Predicting the behaviour of three-tiered applications: dealing with distributed-object technology and databases ","Perform Eval","J Martin"
"8","11","4","J Jos&eacute, A Corbacho, N Nicol&oacute, S V&aacute, z zquez, R Ram&oacute, n Puigjaner","Extending SMART to Predict the Behaviour of PL/SQL Applications ","Computer Performance Evaluation Tools","J Martin"
"9","12","1","C Lankester","Ask Me Tomorrow: The NRC and University of Ottawa Question Answering System ","TREC Text REtrieval Conference","J Martin"
"10","12","2","A D&eacute, s silets, B Bruijn","Extracting Keyphrases from Spoken Audio Documents ","SIGIR Research and Development Information Retrieval Workshop Information Retrieval Techniques for Speech Applications","J Martin"
"11","12","3","NA ","Focusing Attention for Observational Learning: The Importance of Context ","IJCAI International Joint Conference Artificial Intelligence","J Martin"
"12","13","1","D B&eacute, r roule, R Veldman","Developing Multimodal Interfaces: A Theoretical Framework and Guided Propagation Networks ","Multimodal Human Computer Communication","J Martin"
"13","13","2","D B&eacute, r roule","Temporal Codes within a Typology of Cooperation Between Modalities ","Artif Intell Rev","J Martin"
"14","13","3","A Cheyer, L Julia","A Unified Framework for Constructing Multimodal Experiments and Applications ","Cooperative Multimodal Communication","J Martin"
"15","14","1","P Welch","A CSP Model for Java Multithreading ","PDSE","J Martin"
"16","14","2","NA ","A Tool for Checking the CSP sat Property ","Comput J","J Martin"
"17","15","1","D Dias, D Sadler, J Mirza, M Snir, T Agerwala","SP System Architecture ","IBM Systems Journal","J Martin"
"18","15","2","D Dias, D Sadler, J Mirza, M Snir, T Agerwala","SP System Architecture ","IBM Systems Journal","J Martin"
"19","16","1","F Jolesz, G Gerig, M Shenton, O K&uuml, b bler, R Kikinis","Automating Segmentation of Dual-Echo MR Head Data ","IPMI Information Processing Medical Imaging","J Martin"
"20","16","2","A Pentland, R Kikinis, S Sclaroff","Characterization of Neuropathological Shape Deformations ","IEEE Transactions Pattern Analysis and Machine Intelligence","J Martin"
"21","1","16","C Sansom, D Durant, H Moeller, J Osborn, V Redmond","Slowing Down the Revolving Door: Motivating and Retaining Student Employees ","SIGUCCS Special Interest Group University and Computing Services","J Martin"
"22","1","9","NA ","Help desk training: art, science, or prayer ","SIGUCCS Special Interest Group University and Computing Services","J Martin"
"23","1","1","NA ","What does faculty really want from information technology?","SIGUCCS Special Interest Group University and Computing Services","J Martin"
"24","1","2","NA ","Managing the network ","SIGUCCS Special Interest Group University and Computing Services","J Martin"
"25","1","10","NA ","Seamless Integration of Client Server Applications - Conclusion or How Many SIGUCCS Papers Can You Get From One Project?","SIGUCCS Special Interest Group University and Computing Services","J Martin"
"26","1","3","NA ","There's gold in them thar networks! or searching for treasure in all wrong places ","SIGUCCS Special Interest Group University and Computing Services","J Martin"
