"","author.ID","paper.ID","coauthor.names","paper.title","journal.title","author.names"
"1","10","10","T Fogarty","Self Adaptation of Mutation Rates in a Steady State Genetic Algorithm ","International Conference Evolutionary Computation","J Smith"
"2","10","11","J Smith, N Kransnogor, J Smith"," MAFRA: A Java Memetic Algorithms Framework"," Workshops Proceedings of the International Genetic and Evolutionary Computation Conference GECCO editor A S Wu","J Smith"
"3","10","12","N Krasnogor","A Memetic Algorithm With Self-Adaptive Local Search: TSP as a case study ","GECCO The Genetic and Evolutionary Computation Conference","J Smith"
"4","10","13","J Smith, N Krasnogor, J Smith","Emergence of Profitable Search strategies Based on a Simple Inheritance Mechanism"," Spector L E Goodman A Wu W B Langdon H M Voigt M Gen S Sen M Dorigo S Pezeshk M Garzon and E editors Proceedings of the Genetic and Evolutionary Computation Conference GECCO The Genetic and Evolutionary Computation Conference San Francisco Computer Animation Morgan Kaufmann Publishers","J Smith"
"5","10","14","J Smith, N Krasnogor, W Hart, J Smith, D Pelta","Protein Structure Prediction With Evolutionary Algorithms"," Proceedings of Genetic and Evolutionary Computation Conference Banzhaf Daida Eiben Garzon Honovar Jakiela and Smith editors Morgan Kaufmann","J Smith"
"6","10","15","J Smith, N Krasnogor, J Smith, W Hart","Recent Advances in Memetic Algorithms"," Springer","J Smith"
"7","10","16","J Smith, J Smith","Co-Evolution of Memetic Algorithms : Initial Results"," Merelo Adamitis Beyer Fgenandez Villacans and Schwefel eds Parallel problem solving from Nature PPSN Parallel Problem Solving from Nature VII Springer Verlag LNCS","J Smith"
"8","10","17","J Smith, J Smith","Adaptively Parameterised Evolutionary Ststems: Self Adaptive Recombination and Mutation in a Steady State Genetic Algorithm"," Parallel Problem Solving from Nature IV eds Voigt Ebeling Rechenberg and Schwefel Springer Verlag","J Smith"
"9","10","18","J Smith, J Smith, T Fogarty"," Genetic Feature Selection for Clustering and Classification","IEE Colloquium Genetic Algorithms Image Processing Vision London IEE Digest","J Smith"
"10","10","19","J Smith, J Smith","Genetic Algorithms"," Handbook of Global Optimization volume Heuristic Approaches eds Romeijn and Pardalos Kluwer Academic Publishers ISBN","J Smith"
"11","10","20","J Smith, J Smith, M Bartley","Microprocessor Design Verification by Two-Phase Evolution of Variable Length Tests"," Proceedings of the IEEE International Conference Evolutionary Computing IEEE Press","J Smith"
"12","10","21","J Smith, J Smith","Modelling GAs with Self Adaptive Mutation Rates"," Spector L E Goodman A Wu W B Langdon H M Voigt M Gen S Sen M Dorigo S Pezeshk M Garzon and E editors Proceedings of the Genetic and Evolutionary Computation Conference GECCO The Genetic and Evolutionary Computation Conference San Francisco Computer Animation Morgan Kaufmann Publishers","J Smith"
"13","10","22","J Smith, J Smith, T Fogarty"," An Adaptive Poly-Parental Recombination Strategy"," Evolutionary Computing ed Fogarty T C Springer Verlag","J Smith"
"14","10","23","J Smith, R Smith, J Smith","An examination of tuneable, random search landscapes"," Foundations of Genetic Algorithms V Banzhaf Reeves editors Morgan Kaufmann","J Smith"
"15","10","24","J Smith, R Smith, J Smith","New Methods for Tunable Random Landscapes"," Foundations of Genetic Algorithms Martin and Spears eds Morgan Kaufmann","J Smith"
"16","10","25","","On Appropriate Adaptation Levels for the Learning of Gene Linkage"," Journal of Genetic Programming and Evolvable Machines Number","J Smith"
"17","10","26","J Smith, J Smith","Parameter Perturbation Mechanisms in Binary Coded GAs with Self-Adaptive Mutation"," Rowe Poli DeJong Cotta eds Foundations of Genetic Algorithms Morgan Kauffman","J Smith"
"18","10","27","J Smith, J Smith"," Operator and Parameter Adaptation in Genetic Algorithms"," pp Soft Computing Springer Verlag","J Smith"
"19","10","28","J Smith, J Smith, T Fogarty","Recombination Strategy Adaptation via Evolution of Gene Linkage"," Proceedings of IEEE International Conference Evolutionary Computing","J Smith"
"20","10","29","J Smith, J Smith, F Vavak","Replacement strategies in steady state genetic algorithms: dynamic environments"," p Journal of Computing Information Technology Special Issue Evolutionary Computing","J Smith"
"21","10","30","J Smith, J Smith, F Vavak","Replacement strategies in steady state genetic algorithms: static environments"," Foundations of Genetic Algorithms V Banzhaf Reeves editors Morgan Kaufmann","J Smith"
"22","10","31","J Smith, J Smith, T Fogarty"," Self Adaptation of Mutation Rates in a Steady State Genetic Algorithm"," Proceedings of IEEE International Conference Evolutionary Computing IEEE Press","J Smith"
"23","10","32","J Smith, A Staggemeier, A Clarke, U Aickelin, J Smith","A hybrid genetic algorithm to solve a lot sizing and scheduling problem","Proceedings of the Conference of International Federation of Operational Research Societies","J Smith"
"24","10","33","M Steuer, P Smith","A Modified Neocognitron Network for Medical Signal Classification"," Proceedings of the International Conference Neural Networks and Expert Systems Medicine and HealthCare","J Smith"
"25","10","34","J Smith, M Steuer, J Smith","An Alternative Approach for the Evaluation of the Neocognitron","Proceedings of the th European Symposium Artificial Neural Networks Bruges","J Smith"
"26","10","35","J Smith, C Stone, J Smith","Strategy Parameter Variation in Self-Adaptation of Mutation Rates","pp Langdon et eds Proceedings of the Genetic and Evolutionary Computation Conference Morgan Kaufmann","J Smith"
"27","10","36","C Stone","Strategy Parameter Variety In Self-adaptation Of Mutation Rates ","GECCO The Genetic and Evolutionary Computation Conference","J Smith"
"28","10","37","F Vavak","Replacement Strategies in Steady State Genetic Algorithms: Static Environments ","FOGA Foundations of Genetic Algorithms Workshop","J Smith"
"29","10","1","","Co-evolving Memetic Algorithms: Initial Investigations ","PPSN Parallel Problem Solving from Nature","J Smith"
"30","10","2","","Co-Evolution of Memetic Algorithms for Protein Structure Prediction"," Hart Krasnogor and Smith eds Proceedings of the Third International Workshop Memetic Algorithms","J Smith"
"31","10","3","J Smith, P Caleb-Solly, J Smith","Adaptive Image Segmentation Based on Visual Interactive Feedback Learning"," I Parmee editor Proceedings of ACDM Springer Verlag","J Smith"
"32","10","4","B Carr, W Hart, N Krasnogor, J Hirst, E Burke","Alignment of Protein Structures with a Memetic Evolutionary Algorithm"," Langdon et eds Proceedings of the Genetic and Evolutionary Computation Conference Morgan Kaufmann","J Smith"
"33","10","5","J Smith, A Eiben, J Smith","Introduction to Evolutionary Computing"," ISBN Springer Heidelberg New","J Smith"
"34","10","6","T Fogarty","Adaptively Parameterised Evolutionary Systems: Self-Adaptive Recombination and Mutation in a Genetic Algorithm ","PPSN Parallel Problem Solving from Nature","J Smith"
"35","10","7","T Fogarty","Evolving Software Test Data - GA's learn Self Expression ","Evolutionary Computing AISB The Society for the Study of Artificial Intelligence and the Simulation of Behaviour Workshop","J Smith"
"36","10","8","T Fogarty","An Adaptive Poly-Parental Recombination Strategy ","Evolutionary Computing AISB The Society for the Study of Artificial Intelligence and the Simulation of Behaviour Workshop","J Smith"
"37","10","9","T Fogarty","Recombination Strategy Adaptation via Evolution of Gene Linkage ","International Conference Evolutionary Computation","J Smith"
"38","11","1","A Fernandes, A Gounaris, N Paton, P Watson, R Sakellariou","Distributed Query Processing on the Grid ","GRID GRID Computing","J Smith"
"39","11","2","N Paton, P Watson, S Sampaio","Validated Cost Models for Parallel OQL Query Processing ","OOIS Object Oriented Information Systems","J Smith"
"40","11","3","N Paton, P Watson, S Sampaio","A Parallel Algebra for Object Databases ","DEXA Database and Expert Systems Applications Workshop","J Smith"
"41","11","4","N Paton, P Watson, S Sampaio","Experimenting with Object Navigation in Parallel Object Databases ","DEXA Database and Expert Systems Applications Workshop","J Smith"
"42","11","5","N Paton, P Watson, S Sampaio","Speeding Up Navigational Requests in a Parallel Object Database System ","Euro Par","J Smith"
"43","11","6","N Paton, P Watson, S Sampaio","An Experimental Performance Evaluation of Join Algorithms for Parallel Object Databases ","Euro Par","J Smith"
"44","11","7","NA ","On Synchronisation in Fault-Tolerant Data and Compute Intensive Programs over a Network of Workstations ","Euro Par","J Smith"
"45","11","8","N Paton, P Watson, S Sampaio","Polar: An Architecture for a Parallel ODMG Compliant Object Database ","CIKM International Conference Information and Knowledge Management","J Smith"
"46","11","9","S Shrivastava","A System for Fault-Tolerance Execution of Data and Compute Intensive Programs over a Network of Workstations ","Euro Par I","J Smith"
"47","12","1","A Leiner, R Marimont, W Notz","Concurrently operating computer systems ","IFIP International Federation for Information Processing Congress","J Smith"
"48","12","2","A Weinberger, A Leiner, W Notz","PILOT - A New Multiple Computer System ","J ACM","J Smith"
"49","12","3","R Drake","Some techniques for File Recovery ","Australian Computer Journal","J Smith"
"50","12","4","D Ryan, H Mackenzie","Experiments with a Britton-Lee Data base machine on CSIRONET ","Australian Computer Journal","J Smith"
"51","12","5","H Mackenzie","The Implementation of a Data Base Management System ","Australian Computer Journal","J Smith"
"52","12","6","NA ","Data Base Organisation for an Array Processor ","Australian Computer Journal","J Smith"
"53","12","7","NA ","Alternatives in the Architecture and design of Distributed Data Bases ","Australian Computer Journal","J Smith"
"54","12","8","D Abel","A Simple approach to the Nearest-Neighbour Problem ","Australian Computer Journal","J Smith"
"55","12","9","D Abel","A Data Structure and Query Algorithm for a database of Areal Entities ","Australian Computer Journal","J Smith"
"56","13","1","B Peters","Simulation as a Decision-Making Tool for Real-time Control of Flexible Manufacturing Systems ","ICRA International Conference Robotics and Automation","J Smith"
"57","13","2","G Drake","Simulation System for Real-Time Planning, Scheduling, and Control ","Winter Simulation Conference","J Smith"
"58","13","3","B Peters, M Snell, S Jordan","Distributed real-time simulation for intruder detection system analysis ","Winter Simulation Conference","J Smith"
"59","13","4","B Peters, M Madsen, M Snell, S Jordan","Discrete-Event Simulation for the Design and Evaluation of Physical Protection Systems ","Winter Simulation Conference","J Smith"
"60","13","5","A Helton, D Helton, E Thompson, F Gonzalez, G Walterscheild","The design of a solid-state physical model of an automated system to be used as a test bed for control applications ","Winter Simulation Conference","J Smith"
"61","13","6","B Peters, G Drake","Simulation as a Planning and Scheduling Tool for Flexible Manufacturing Systems ","Winter Simulation Conference","J Smith"
"62","13","7","B Peters, C LaJimodiere, G Drake, J Curry","Advanced Tutorial - Simulation-Based Scheduling and Control ","Winter Simulation Conference","J Smith"
"63","13","8","D Sturrock, G Smith, R Wysk, S Joshi, S Ramaswamy","Discrete event simulation for shop floor control ","Winter Simulation Conference","J Smith"
"64","14","1","","M/G/c/K blocking probability models and system performance ","Perform Eval","J Smith"
"65","14","2","","Topological network design of state-dependent queueing networks ","Networks","J Smith"
"66","14","3","J Smith, D Du, J Smith, J Smith, H Rubinstein","Advances in Steiner Trees A new monograph on Steiner trees ","Kluwer Publishing Company","J Smith"
"67","14","4","J Smith, R Jain, J Smith","Modeling Vehicular Traffic Flow using M/G/C/C State Dependent Queueing Models","NA","J Smith"
"68","14","5","J Smith, L Kerbache, J Smith","Multi-objective routing within large scale facilities using open finite queueing networks","EJOR","J Smith"
"69","14","6","J Smith, P Kubat, J Smith, C Yum","Design of Cellular Networks with Diversity and Capacity Constraints","Paper the IEEE Transactions Reliability","J Smith"
"70","14","7","J Smith, P Kubat, J Smith","A Multi-Period Network Design Problem for Cellular Telecommunication Systems","EJOR","J Smith"
"71","14","10","J Smith, J Smith, N Chikhale","Buffer Allocation for a Class of Nonlinear Stochastic Knapsack Problems","NA","J Smith"
"72","14","8","W Li","Quadratic Assignment Problems and M/G/C/C/ State Dependent Network Flows ","Journal of Combinatorial Optimization","J Smith"
"73","14","11","J Smith, J Smith","Evacuation Networks","the Encyclopedia of Optimization to be published by Kluwer Publishing Company","J Smith"
"74","14","9","J Smith, D Mitchell, J Smith","Topological Network Design of Pedestrian Networks"," Transportation Research Series","J Smith"
"75","14","12","J Smith, J Smith, W Li","Quadratic Assignment Problems and M/G/C/C State Dependent Network Flows","ATT Solutions","J Smith"
"76","14","13","J Smith, J Smith","Quadratic Set Packing Problems, Steiner Trees and their Integration","Paper the International Journal of Mathematical Algorithms","J Smith"
"77","14","14","J Smith, J Smith, R Weiss, NA , M Pate","An O NxN Heuristic for Steiner Minimal Trees in d","NA","J Smith"
"78","14","15","J Smith, W Smith, J Smith","On the Steiner Ratio in d","NA","J Smith"
"79","14","16","J Smith, J Smith","Steiner Minimal Trees in -d: Theory, Algorithms, and Applications","the Handbook of Combinatorial Optimization to be published by Kluwer Publishing Company","J Smith"
"80","14","17","J Smith, J Smith, F Cruz","The Buffer Allocation Problem for General Finite Buffer Queueuing Networks","NA","J Smith"
"81","14","18","B Toppur","Euclidean Steiner Minimal Trees, Minimum Energy Configurations, and the Embedding Problem of Weighted Graphs in E<sup> </sup> ","Discrete Applied Mathematics","J Smith"
"82","14","19","J Weng","Steiner Minimal Trees with One Polygonal Obstacle ","Algorithmica","J Smith"
"83","14","20","P Winter","Path-Distance Heuristics for the Steiner Problem in Undirected Networks ","Algorithmica","J Smith"
"84","14","21","S Yuhaski","Modeling Circulation Systems in Buildings Using State Dependent Queueing Models ","Queueing Syst","J Smith"
"85","15","1","C Deedman","The Application of Expert Systems Technology to Case-Based Law ","ICAIL International Conference Artificial Intelligence and Law","J Smith"
"86","15","2","NA ","The Use of Lexicons in Information Retrieval in Legal Databases ","ICAIL International Conference Artificial Intelligence and Law","J Smith"
"87","15","3","D Gelbart","Beyond Boolean Search: FLEXICON, a Legal Tex-Based Intelligent System ","ICAIL International Conference Artificial Intelligence and Law","J Smith"
"88","15","4","D Gelbart","FLEXICON: An Evaluation of a Statistical Ranking Model Adapted to Intelligent Legal Text Management ","ICAIL International Conference Artificial Intelligence and Law","J Smith"
"89","15","5","B Atherton, D Gelbart, J McClean, K MacCrimmon, L Quintana, M Shinehoft","Artificial Intelligence and Legal Discourse: The Flexlaw Legal Text Management System ","Artificial Intelligence and Law","J Smith"
"90","15","6","D Gelbart","Toward a Comprehensive Legal Information Retrieval System ","DEXA Database and Expert Systems Applications","J Smith"
"91","16","111","J SMITH, S CUSACK, U PEZZECA, B BROOKS, M KARPLUS","Inelastic Neutron Scattering Analysis of Low Frequency Motion in Proteins: A Normal Mode Study of the Bovine Pancreatic Trypsin Inhibitor","Journal of Chemical Physics","J Smith"
"92","16","112","J SMITH, S CUSACK, B TIDOR, M KARPLUS","Inelastic Neutron Scattering Analysis of Low-Frequency Motions in Proteins: Harmonic and Damped Harmonic Models of BPTI","Journal of Chemical Physics","J Smith"
"93","16","113","J SMITH, P CALMETTES, D DURAND, M DESMADRIL, S FUROIS-CORBIN, G KNELLER, B ROUX","On the Configurations Accessible to Folded and Denatured Proteins","Statistical Mechanics Protein Structure and Protein Substrate Interactions Ed S Doniach Plenum Press New","J Smith"
"94","16","114","J SMITH, S CUSACK, K KUCZERA, B TIDOR, M KARPLUS","Internal Dynamics of Globular Proteins: Comparison of Theoretical Models with Neutron Scattering Measurements","Physica B","J Smith"
